Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mary-trucker-hat,Mary Trucker Hat,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,"",false,Size,OS,,,,,505-101-03-OS,907.18474,shopify,55,deny,manual,55.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,17.00,draft
jesus-trucker-hat,Jesus Trucker Hat,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,"",false,Size,OS,,,,,505-101-02-OS,907.18474,shopify,55,deny,manual,55.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,17.00,draft
adg-trucker-hat,ADG Trucker Hat,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,"",false,Size,OS,,,,,505-101-51-OS,907.18474,shopify,55,deny,manual,55.00,,true,true,"",,,,false,,,,,,,,,,,,,,,,,lb,,17.00,draft
pre-spring-plaid-button-up,Pre Spring - Plaid Button Up,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,303-700-54-S,907.18474,shopify,15,deny,manual,310.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,90.00,draft
pre-spring-plaid-button-up,,,,,,,,,M,,,,,303-700-54-M,907.18474,shopify,35,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,90.00,
pre-spring-plaid-button-up,,,,,,,,,L,,,,,303-700-54-L,907.18474,shopify,40,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,90.00,
pre-spring-plaid-button-up,,,,,,,,,XL,,,,,303-700-54-XL,907.18474,shopify,20,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,90.00,
pre-spring-plaid-button-up,,,,,,,,,XXL,,,,,303-700-54-XXL,907.18474,shopify,15,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,90.00,
adg-sweatpant-navy,ADG Sweatpant Navy,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Bottoms,false,Size,S,,,,,401-080-51-S,907.18474,shopify,15,deny,manual,120.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,38.00,draft
adg-sweatpant-navy,,,,,,,,,M,,,,,401-080-51-M,907.18474,shopify,30,deny,manual,120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,38.00,
adg-sweatpant-navy,,,,,,,,,L,,,,,401-080-51-L,907.18474,shopify,40,deny,manual,120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,38.00,
adg-sweatpant-navy,,,,,,,,,XL,,,,,401-080-51-XL,907.18474,shopify,30,deny,manual,120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,38.00,
adg-sweatpant-navy,,,,,,,,,XXL,,,,,401-080-51-XXL,907.18474,shopify,20,deny,manual,120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,38.00,
dt-logo-tee-black,DT Logo Tee Black,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,101-101-53-S,907.18474,shopify,15,deny,manual,60.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,19.00,draft
dt-logo-tee-black,,,,,,,,,M,,,,,101-101-53-M,907.18474,shopify,30,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,19.00,
dt-logo-tee-black,,,,,,,,,L,,,,,101-101-53-L,907.18474,shopify,40,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,19.00,
dt-logo-tee-black,,,,,,,,,XL,,,,,101-101-53-XL,907.18474,shopify,30,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,19.00,
dt-logo-tee-black,,,,,,,,,XXL,,,,,101-101-53-XXL,907.18474,shopify,20,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,19.00,
dt-logo-hoodie-black,DT Logo Hoodie Black,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,301-101-53-S,907.18474,shopify,15,deny,manual,120.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,43.00,draft
dt-logo-hoodie-black,,,,,,,,,M,,,,,301-101-53-M,907.18474,shopify,30,deny,manual,120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,43.00,
dt-logo-hoodie-black,,,,,,,,,L,,,,,301-101-53-L,907.18474,shopify,40,deny,manual,120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,43.00,
dt-logo-hoodie-black,,,,,,,,,XL,,,,,301-101-53-XL,907.18474,shopify,30,deny,manual,120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,43.00,
dt-logo-hoodie-black,,,,,,,,,XXL,,,,,301-101-53-XXL,907.18474,shopify,20,deny,manual,120.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,43.00,
adg-thermal-black,ADG Thermal Black,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,102-101-51-S,907.18474,shopify,25,deny,manual,110.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,55.00,draft
adg-thermal-black,,,,,,,,,M,,,,,102-101-51-M,907.18474,shopify,40,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,55.00,
adg-thermal-black,,,,,,,,,L,,,,,102-101-51-L,907.18474,shopify,50,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,55.00,
adg-thermal-black,,,,,,,,,XL,,,,,102-101-51-XL,907.18474,shopify,55,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,55.00,
adg-thermal-black,,,,,,,,,XXL,,,,,102-101-51-XXL,907.18474,shopify,30,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,55.00,
adg-hoodie-navy,ADG Hoodie Navy,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,301-080-51-S,907.18474,shopify,15,deny,manual,150.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,46.00,draft
adg-hoodie-navy,,,,,,,,,M,,,,,301-080-51-M,907.18474,shopify,30,deny,manual,150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,46.00,
adg-hoodie-navy,,,,,,,,,L,,,,,301-080-51-L,907.18474,shopify,40,deny,manual,150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,46.00,
adg-hoodie-navy,,,,,,,,,XL,,,,,301-080-51-XL,907.18474,shopify,30,deny,manual,150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,46.00,
adg-hoodie-navy,,,,,,,,,XXL,,,,,301-080-51-XXL,907.18474,shopify,20,deny,manual,150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,46.00,
adg-hoodie-grey,ADG Hoodie Grey,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,301-070-51-S,907.18474,shopify,15,deny,manual,150.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,46.00,draft
adg-hoodie-grey,,,,,,,,,M,,,,,301-070-51-M,907.18474,shopify,30,deny,manual,150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,46.00,
adg-hoodie-grey,,,,,,,,,L,,,,,301-070-51-L,907.18474,shopify,40,deny,manual,150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,46.00,
adg-hoodie-grey,,,,,,,,,XL,,,,,301-070-51-XL,907.18474,shopify,30,deny,manual,150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,46.00,
adg-hoodie-grey,,,,,,,,,XXL,,,,,301-070-51-XXL,907.18474,shopify,20,deny,manual,150.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,46.00,
lion-den-tee-white,Lion Den Tee White,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,101-500-52-S,907.18474,shopify,20,deny,manual,60.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,24.00,draft
lion-den-tee-white,,,,,,,,,M,,,,,101-500-52-M,907.18474,shopify,30,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,24.00,
lion-den-tee-white,,,,,,,,,L,,,,,101-500-52-L,907.18474,shopify,35,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,24.00,
lion-den-tee-white,,,,,,,,,XL,,,,,101-500-52-XL,907.18474,shopify,35,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,24.00,
lion-den-tee-white,,,,,,,,,XXL,,,,,101-500-52-XXL,907.18474,shopify,30,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,24.00,
lion-den-tee-black,Lion Den Tee Black,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,101-101-52-S,907.18474,shopify,15,deny,manual,60.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,24.00,draft
lion-den-tee-black,,,,,,,,,M,,,,,101-101-52-M,907.18474,shopify,25,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,24.00,
lion-den-tee-black,,,,,,,,,L,,,,,101-101-52-L,907.18474,shopify,30,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,24.00,
lion-den-tee-black,,,,,,,,,XL,,,,,101-101-52-XL,907.18474,shopify,25,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,24.00,
lion-den-tee-black,,,,,,,,,XXL,,,,,101-101-52-XXL,907.18474,shopify,20,deny,manual,60.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,24.00,
adg-tee-white,ADG Tee White,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,101-500-51-S,907.18474,shopify,20,deny,manual,50.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,18.00,draft
adg-tee-white,,,,,,,,,M,,,,,101-500-51-M,907.18474,shopify,30,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,18.00,
adg-tee-white,,,,,,,,,L,,,,,101-500-51-L,907.18474,shopify,35,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,18.00,
adg-tee-white,,,,,,,,,XL,,,,,101-500-51-XL,907.18474,shopify,35,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,18.00,
adg-tee-white,,,,,,,,,XXL,,,,,101-500-51-XXL,907.18474,shopify,30,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,18.00,
adg-tee-navy,ADG Tee Navy,"<p><meta charset=""UTF-8""><br></p>
<ul data-v-3fa5037e=""""></ul>",DENIM TEARS,,,Tops,false,Size,S,,,,,101-080-51-S,907.18474,shopify,25,deny,manual,50.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,18.00,draft
adg-tee-navy,,,,,,,,,M,,,,,101-080-51-M,907.18474,shopify,45,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,18.00,
adg-tee-navy,,,,,,,,,L,,,,,101-080-51-L,907.18474,shopify,55,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,18.00,
adg-tee-navy,,,,,,,,,XL,,,,,101-080-51-XL,907.18474,shopify,45,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,18.00,
adg-tee-navy,,,,,,,,,XXL,,,,,101-080-51-XXL,907.18474,shopify,35,deny,manual,50.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,18.00,
type-2-all-over-wreath-dark-wash,TYPE - 2 ALL OVER WREATH DARK WASH,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Levi’s® Denim Tears Type II Trucker Jacket, which is known for its unique pleated detail and two-flap pocket design. </span>True to the original Type II Trucker Jacket, made in the most premium fabric and finishing. </p>
<p><span data-mce-fragment=""1"">Printed in Los Angeles, CA </span></p>
<p><strong><em>Please note this is a pre order. Shipping in 3+ weeks </em></strong></p>
<ul data-v-3fa5037e="""">
<li data-v-3fa5037e="""" tabindex=""0"">100%  cotton</li>
<li data-v-3fa5037e="""" tabindex=""0"">Non-stretch</li>
<li data-v-3fa5037e="""" tabindex=""0"">Front patch pockets</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash your Trucker Jacket sparingly and spot treat if needed; this increases its lifespan and saves natural resources. When you eventually launder your Trucker Jacket</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash and dry it inside out with like colors; liquid detergent is recommended.</li>
</ul>",DENIM TEARS,,,"All Over Cotton Wreath, Cotton Wreath, Dark Indigo, Outerwear",true,Size,S,,,,,802-0004-30-S,907.18474,shopify,0,deny,manual,310.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Darkwash_Trucker_back.jpg?v=1652724000,1,,false,,,,,,,,,,,,,,,,,lb,,,active
type-2-all-over-wreath-dark-wash,,,,,,,,,M,,,,,802-0004-30-M,907.18474,shopify,0,deny,manual,310.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Darkwash_Trucker_Front.jpg?v=1652724003,2,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-dark-wash,,,,,,,,,L,,,,,802-0004-30-L,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-dark-wash,,,,,,,,,XL,,,,,802-0004-30-XL,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-dark-wash,,,,,,,,,XXL,,,,,802-0004-30-XXL,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-hoodie,DSM Half Zip,"",DENIM TEARS,,,"",false,Size,S,,,,,306-101-46-S,907.18474,shopify,11,deny,manual,0.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-dsm-hoodie,,,,,,,,,M,,,,,306-101-46-M,907.18474,shopify,15,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-hoodie,,,,,,,,,L,,,,,306-101-46-L,907.18474,shopify,14,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-hoodie,,,,,,,,,XL,,,,,306-101-46-XL,907.18474,shopify,10,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-hoodie,,,,,,,,,XXL,,,,,306-101-46-XXL,907.18474,shopify,23,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-tee,DSM Hoodie,"",DENIM TEARS,,,"",false,Size,S,,,,,202-101-46-S,907.18474,shopify,32,deny,manual,0.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-dsm-tee,,,,,,,,,M,,,,,202-101-46-M,907.18474,shopify,90,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-tee,,,,,,,,,L,,,,,202-101-46-L,907.18474,shopify,84,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-tee,,,,,,,,,XL,,,,,202-101-46-XL,907.18474,shopify,47,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-tee,,,,,,,,,XXL,,,,,202-101-46-XXL,907.18474,shopify,32,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-thermal,DSM Tee,"",DENIM TEARS,,,"",false,Size,S,,,,,101-101-46-S,907.18474,shopify,11,deny,manual,0.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-dsm-thermal,,,,,,,,,M,,,,,101-101-46-M,907.18474,shopify,22,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-thermal,,,,,,,,,L,,,,,101-101-46-L,907.18474,shopify,48,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-thermal,,,,,,,,,XL,,,,,101-101-46-XL,907.18474,shopify,30,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-dsm-thermal,,,,,,,,,XXL,,,,,101-101-46-XXL,907.18474,shopify,39,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-type-2-all-over-wreath-black,DSM Thermal,"",DENIM TEARS,,,"",false,Size,S,,,,,100-101-46-S,907.18474,shopify,16,deny,manual,0.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-type-2-all-over-wreath-black,,,,,,,,,M,,,,,100-101-46-M,907.18474,shopify,49,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-type-2-all-over-wreath-black,,,,,,,,,L,,,,,100-101-46-L,907.18474,shopify,49,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-type-2-all-over-wreath-black,,,,,,,,,XL,,,,,100-101-46-XL,907.18474,shopify,24,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-type-2-all-over-wreath-black,,,,,,,,,XXL,,,,,100-101-46-XXL,907.18474,shopify,20,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-type-2-all-over-wreath-raw,TYPE - 2 ALL OVER WREATH LIGHT WASH,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Levi’s® Denim Tears Type II Trucker Jacket, which is known for its unique pleated detail and two-flap pocket design. </span>True to the original Type II Trucker Jacket, made in the most premium fabric and finishing. </p>
<p><span data-mce-fragment=""1"">Printed in Los Angeles, CA </span></p>
<p><strong><em>Please note this is a pre order. Shipping in 3+ weeks </em></strong></p>
<ul data-v-3fa5037e="""">
<li data-v-3fa5037e="""" tabindex=""0"">100%  cotton</li>
<li data-v-3fa5037e="""" tabindex=""0"">Non-stretch</li>
<li data-v-3fa5037e="""" tabindex=""0"">Front patch pockets</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash your Trucker Jacket sparingly and spot treat if needed; this increases its lifespan and saves natural resources. When you eventually launder your Trucker Jacket</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash and dry it inside out with like colors; liquid detergent is recommended.</li>
</ul>",DENIM TEARS,,,"All Over Cotton Wreath, Cotton Wreath, Light Indigo, Outerwear",true,Size,S,,,,,802-0003-30-S,907.18474,shopify,0,deny,manual,310.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Lightwash_Trucker_Front.jpg?v=1652723351,1,,false,,,,,,,,,,,,,,,,,lb,,,active
copy-of-type-2-all-over-wreath-raw,,,,,,,,,M,,,,,802-0003-30-M,907.18474,shopify,0,deny,manual,310.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Lightwash_Trucker_Back.jpg?v=1652723351,2,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-type-2-all-over-wreath-raw,,,,,,,,,L,,,,,802-0003-30-L,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-type-2-all-over-wreath-raw,,,,,,,,,XL,,,,,802-0003-30-XL,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
copy-of-type-2-all-over-wreath-raw,,,,,,,,,XXL,,,,,802-0003-30-XXL,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-raw,TYPE - 2 ALL OVER WREATH RAW,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Levi’s® Denim Tears Type II Trucker Jacket, which is known for its unique pleated detail and two-flap pocket design. </span>True to the original Type II Trucker Jacket, made in the most premium fabric and finishing. </p>
<p><span data-mce-fragment=""1"">Printed in Los Angeles, CA </span></p>
<p><strong><em>Please note this is a pre order. Shipping in 3+ weeks </em></strong></p>
<ul data-v-3fa5037e="""">
<li data-v-3fa5037e="""" tabindex=""0"">100%  cotton</li>
<li data-v-3fa5037e="""" tabindex=""0"">Non-stretch</li>
<li data-v-3fa5037e="""" tabindex=""0"">Front patch pockets</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash your Trucker Jacket sparingly and spot treat if needed; this increases its lifespan and saves natural resources. When you eventually launder your Trucker Jacket</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash and dry it inside out with like colors; liquid detergent is recommended.</li>
</ul>",DENIM TEARS,,,"All Over Cotton Wreath, Cotton Wreath, Outerwear, Raw",true,Size,S,,,,,802-0005-30-S,907.18474,shopify,0,deny,manual,310.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/image_5916500b-dff6-420e-8eea-ca1b73cd9e87.jpg?v=1652723477,1,,false,,,,,,,,,,,,,,,,,lb,,,active
type-2-all-over-wreath-raw,,,,,,,,,M,,,,,802-0005-30-M,907.18474,shopify,0,deny,manual,310.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/image_e237a5c5-0b8c-498e-b37d-101c342b78e6.jpg?v=1652723477,2,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-raw,,,,,,,,,L,,,,,802-0005-30-L,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-raw,,,,,,,,,XL,,,,,802-0005-30-XL,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-raw,,,,,,,,,XXL,,,,,802-0005-30-XXL,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-white,TYPE - 2 ALL OVER WREATH WHITE,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Levi’s® Denim Tears Type II Trucker Jacket, which is known for its unique pleated detail and two-flap pocket design. </span>True to the original Type II Trucker Jacket, made in the most premium fabric and finishing. </p>
<p><span data-mce-fragment=""1"">Printed in Los Angeles, CA </span></p>
<p><strong><em>Please note this is a pre order. Shipping in 3+ weeks </em></strong></p>
<ul data-v-3fa5037e="""">
<li data-v-3fa5037e="""" tabindex=""0"">100%  cotton</li>
<li data-v-3fa5037e="""" tabindex=""0"">Non-stretch</li>
<li data-v-3fa5037e="""" tabindex=""0"">Front patch pockets</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash your Trucker Jacket sparingly and spot treat if needed; this increases its lifespan and saves natural resources. When you eventually launder your Trucker Jacket</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash and dry it inside out with like colors; liquid detergent is recommended.</li>
</ul>",DENIM TEARS,,,"All Over Cotton Wreath, Cotton Wreath, Outerwear, White",true,Size,S,,,,,802-0007-30-S,907.18474,shopify,0,deny,manual,310.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/White_Trucker_Front.jpg?v=1652723455,1,,false,,,,,,,,,,,,,,,,,lb,,,active
type-2-all-over-wreath-white,,,,,,,,,M,,,,,802-0007-30-M,907.18474,shopify,0,deny,manual,310.00,,true,true,,https://cdn.shopify.com/s/files/1/0258/6102/9962/products/White_Trucker_back.jpg?v=1652723455,2,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-white,,,,,,,,,L,,,,,802-0007-30-L,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-white,,,,,,,,,XL,,,,,802-0007-30-XL,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-white,,,,,,,,,XXL,,,,,802-0007-30-XXL,907.18474,shopify,0,deny,manual,310.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-black,TYPE - 2 ALL OVER WREATH BLACK,"<p><meta charset=""UTF-8""><span data-mce-fragment=""1"">Levi’s® Denim Tears Type II Trucker Jacket, which is known for its unique pleated detail and two-flap pocket design. </span>True to the original Type II Trucker Jacket, made in the most premium fabric and finishing. </p>
<p><span data-mce-fragment=""1"">Printed in Los Angeles, CA </span></p>
<p><strong><em>Please note this is a pre order. Shipping in 3+ weeks </em></strong></p>
<ul data-v-3fa5037e="""">
<li data-v-3fa5037e="""" tabindex=""0"">100%  cotton</li>
<li data-v-3fa5037e="""" tabindex=""0"">Non-stretch</li>
<li data-v-3fa5037e="""" tabindex=""0"">Front patch pockets</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash your Trucker Jacket sparingly and spot treat if needed; this increases its lifespan and saves natural resources. When you eventually launder your Trucker Jacket</li>
<li data-v-3fa5037e="""" tabindex=""0"">Wash and dry it inside out with like colors; liquid detergent is recommended.</li>
</ul>",DENIM TEARS,,,"All Over Cotton Wreath, Black, Cotton Wreath, Outerwear",true,Size,S,,,,,802-0006-30-S,907.18474,shopify,0,deny,manual,310.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Black_Trucker_front.jpg?v=1652755358,1,,false,,,,,,,,,,,,,,,,,lb,,,active
type-2-all-over-wreath-black,,,,,,,,,M,,,,,802-0006-30-M,907.18474,shopify,0,deny,manual,310.00,,true,true,"",https://cdn.shopify.com/s/files/1/0258/6102/9962/products/Black_Trucker_back.jpg?v=1652755358,2,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-black,,,,,,,,,L,,,,,802-0006-30-L,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
type-2-all-over-wreath-black,,,,,,,,,XL,,,,,802-0006-30-XL,907.18474,shopify,0,deny,manual,310.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,lb,,,
